timestamp,src_ip,src_port,dst_ip,dst_port,protocol,bytes,tcp_flags,signature_id,signature_desc,payload_trace,http_method,url,http_headers,user_agent,tls_version,sni,dns_query,dns_response,smb_share,smb_action,ssh_user,ssh_result,rdp_user,rdp_result,file_hash,yara_matches,session_id,event_type,label,hop_count,src_asn,src_country
2025-10-01T01:49:37,192.168.49.145,38336,192.168.100.24,3306,HTTP,162,,,,,POST,/index.php,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",Mozilla/5.0,,,,,,,,,,,,,ben-38336,benign,benign,2,,
2025-10-01T01:56:01,192.168.10.9,57077,192.168.100.16,53,TCP,1711,,,,,,/login,,Nmap/7.80,TLS1.3,cdn.example.com,,,,,,,,,,,ben-90643,benign,benign,7,,
2025-10-01T01:57:58,172.16.65.74,3875,192.168.100.23,443,TCP,1620,A,,,,GET,/api/data,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-57813,benign,benign,9,,
2025-10-01T02:00:13,10.0.75.9,59369,192.168.100.15,80,TCP,496,,,,,,/api/data,,Masscan/1.0,,,,,,,,,,,,,ben-97013,benign,benign,10,,
2025-10-01T02:01:31,215.168.42.149,25500,192.168.100.27,445,SMB,2528,A,SIG_SMB_LATERAL,SMB lateral movement attempt to share,SMB lateral movement attempt to share action=write_file,,,,,,,,,\\192.168.100.15\ADMIN$,write_file,,,,,,,attk-00002,brute_force,attack,5,AS6200,BR
2025-10-01T02:03:15,197.218.83.124,44493,192.168.100.25,80,HTTP,1651,P,SIG_CMD_INJECT,Command injection in HTTP payload,Command injection in HTTP payload || payload: ' OR '1'='1' --,GET,/login?id=' OR '1'='1' --,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*"", ""Referer"": ""http://mal.example""}",Masscan/1.0,,,,,,,,,,,,,attk-00005,brute_force,attack,10,AS67385,CN
2025-10-01T02:08:14,172.16.53.1,21687,192.168.29.170,25,DNS,1864,,,,,,/admin,,Nmap/7.80,,,api.service.local,A:192.0.2.174,,,,,,,,,ben-73031,benign,benign,3,,
2025-10-01T02:08:43,172.16.64.207,62188,192.168.100.26,25,HTTP,1111,A,,,,GET,/api/data,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",curl/7.68.0,,,,,,,,,,,,,ben-62351,benign,benign,3,,
2025-10-01T02:11:34,172.16.28.177,33800,10.0.65.27,123,HTTP,744,,,,,GET,/wp-login.php,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",sqlmap/1.6,,,,,,,,,,,,,ben-76182,benign,benign,8,,
2025-10-01T02:14:23,192.168.11.94,42827,192.168.100.22,80,UDP,554,P,,,,POST,/login,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",python-requests/2.31.0,,,,,,,,,,,,,ben-24634,benign,benign,1,,
2025-10-01T02:17:47,10.0.1.77,44643,192.168.100.17,25,DNS,495,A,,,,GET,/api/data,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,cdn.images,A:192.0.2.121,,,,,,,,,ben-66173,benign,benign,1,,
2025-10-01T02:20:34,172.16.54.234,23699,192.168.100.21,443,UDP,1370,A,,,,GET,/login,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",curl/7.68.0,,,,,,,,,,,,,ben-11317,benign,benign,10,,
2025-10-01T02:22:26,192.168.45.115,23901,192.168.100.12,53,HTTP,1495,A,,,,POST,/admin,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",python-requests/2.31.0,TLS1.2,cdn.example.com,,,,,,,,,,,ben-76803,benign,benign,7,,
2025-10-01T02:25:13,98.14.74.213,12487,192.168.100.12,80,HTTP,51812,P,SIG_EXFIL_HTTP,POST exfiltration with encoded payload,POST exfiltration with encoded payload -- base64 payload chunk,POST,/upload,"{""User-Agent"": ""Mozilla/5.0"", ""Content-Type"": ""application/octet-stream""}",Mozilla/5.0,TLS1.2,malicious.example.com,,,,,,,,,6b8385294db792a8a9d4e88433a6180393b9928a,EXFIL_PATTERN,attk-00006,scan,attack,8,AS56345,NL
2025-10-01T02:36:24,10.0.55.116,62377,192.168.100.23,443,TCP,1206,P,,,,,/admin,,python-requests/2.31.0,,,,,,,,,,,,,ben-53559,benign,benign,6,,
2025-10-01T02:50:50,10.0.19.175,26703,192.168.100.13,123,TCP,475,,,,,POST,/,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",sqlmap/1.6,TLS1.3,example.com,,,,,,,,,,,ben-51915,benign,benign,10,,
2025-10-01T02:54:19,172.16.70.241,14654,192.168.100.29,53,DNS,1247,P,,,,GET,/wp-login.php,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",curl/7.68.0,,,www.example.com,A:192.0.2.51,,,,,,,,,ben-70758,benign,benign,8,,
2025-10-01T02:59:12,172.16.60.124,48188,192.168.100.24,3306,UDP,1435,P,,,,GET,/admin,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",Mozilla/5.0,,,,,,,,,,,,,ben-90035,benign,benign,6,,
2025-10-01T02:59:49,10.0.37.70,11576,192.168.100.14,80,HTTP,571,,,,,POST,/index.php,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-89612,benign,benign,4,,
2025-10-01T03:01:44,192.168.53.179,36918,192.168.100.23,3306,TCP,1070,A,,,,POST,/wp-login.php,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-32051,benign,benign,6,,
2025-10-01T03:04:24,192.168.40.91,30789,192.168.100.23,53,HTTP,344,P,,,,,/search,,Masscan/1.0,,,,,,,,,,,,,ben-48889,benign,benign,4,,
2025-10-01T03:14:28,10.0.5.159,12879,192.168.100.29,80,DNS,179,A,,,,POST,,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",curl/7.68.0,TLS1.2,example.com,www.example.com,A:192.0.2.89,,,,,,,,,ben-38249,benign,benign,2,,
2025-10-01T03:15:54,14.73.109.75,4348,192.168.100.23,53,DNS,1321,,SIG_DNS_TUNNEL,DNS tunneling pattern detected,DNS tunneling pattern detected,,,,,,,exfil.fb644351560d8296fe6da332236b1f8d61b2828a.example.com,A:1.2.3.4,,,,,,,,DNS_TUNNEL,attk-00007,data_exfiltration,attack,14,AS21417,DE
2025-10-01T03:19:12,172.16.66.164,63747,192.168.100.28,3306,UDP,813,A,,,,,/wp-login.php,,sqlmap/1.6,,,,,,,,,,,,,ben-88776,benign,benign,3,,
2025-10-01T03:40:24,192.168.65.162,45554,192.168.100.19,53,DNS,823,,,,,,/search,,curl/7.68.0,,,www.example.com,A:192.0.2.128,,,,,,,,,ben-25558,benign,benign,2,,
2025-10-01T03:44:04,192.168.53.179,37233,192.168.100.25,8080,DNS,1286,,,,,GET,,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,www.example.com,A:192.0.2.69,,,,,,,,,ben-42964,benign,benign,9,,
2025-10-01T03:48:48,192.168.58.120,27897,192.168.100.16,443,TCP,209,,,,,POST,/wp-login.php,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",curl/7.68.0,,,,,,,,,,,,,ben-76159,benign,benign,2,,
2025-10-01T03:49:27,192.168.36.212,18395,10.0.57.183,53,TCP,801,P,,,,GET,/wp-login.php,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-49636,benign,benign,2,,
2025-10-01T03:58:12,10.0.71.227,63938,192.168.100.13,25,HTTP,697,,,,,POST,/download,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",Masscan/1.0,TLS1.2,cdn.example.com,,,,,,,,,,,ben-59045,benign,benign,8,,
2025-10-01T04:02:49,172.16.68.239,48283,192.168.100.15,8080,UDP,1409,P,,,,GET,/index.php,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-58745,benign,benign,7,,
2025-10-01T04:06:46,144.155.52.201,36058,192.168.100.21,80,HTTP,3745,P,SIG_CMD_INJECT,Command injection in HTTP payload,Command injection in HTTP payload || payload: ' OR '1'='1' --,GET,/search?id=' OR '1'='1' --,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""*/*"", ""Referer"": ""http://mal.example""}",curl/7.68.0,,,,,,,,,,,,,attk-00008,lateral_movement,attack,14,AS31090,RU
2025-10-01T04:08:51,172.16.59.12,30786,192.168.100.10,25,DNS,2034,,,,,GET,/search,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",sqlmap/1.6,TLS1.3,example.com,api.service.local,A:192.0.2.47,,,,,,,,,ben-97782,benign,benign,3,,
2025-10-01T04:10:40,192.168.40.91,26037,192.168.100.22,80,DNS,2244,,,,,POST,/download,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Nmap/7.80,TLS1.2,example.com,www.example.com,A:192.0.2.190,,,,,,,,,ben-67430,benign,benign,5,,
2025-10-01T04:13:22,172.16.43.245,36640,192.168.100.23,123,UDP,137,,,,,POST,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",Mozilla/5.0,TLS1.3,cdn.example.com,,,,,,,,,,,ben-40024,benign,benign,2,,
2025-10-01T04:19:05,172.16.57.99,2326,192.168.100.14,8080,HTTP,1006,,,,,GET,/login,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",Masscan/1.0,,,,,,,,,,,,,ben-80454,benign,benign,8,,
2025-10-01T04:29:30,172.16.58.251,55192,192.168.100.22,8080,HTTP,261,A,,,,GET,/index.php,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-46652,benign,benign,8,,
2025-10-01T04:33:04,192.168.10.9,6069,192.168.100.14,53,HTTP,994,P,,,,,/search,,sqlmap/1.6,TLS1.3,example.com,,,,,,,,,,,ben-12710,benign,benign,6,,
2025-10-01T04:38:36,192.168.50.254,43997,192.168.5.94,25,DNS,1336,A,,,,GET,/search,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",Nmap/7.80,,,api.service.local,A:192.0.2.151,,,,,,,,,ben-92010,benign,benign,5,,
2025-10-01T04:43:01,144.244.30.141,60717,192.168.100.19,8080,UDP,1382,P,SIG_MALWARE_BEACON,Beaconing behavior to C2 observed,Beaconing behavior to C2 observed -- periodic beacon to C2,,,,sqlmap/1.6,,,,,,,,,,,699af338f50365f0a4bc2ae1a78d39e5a9ac9b01,BEACON_SIG,attk-00009,lateral_movement,attack,42,AS49120,RU
2025-10-01T04:47:55,172.16.30.20,44710,192.168.100.14,80,DNS,1097,P,,,,POST,/wp-login.php,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",curl/7.68.0,TLS1.2,example.com,cdn.images,A:192.0.2.59,,,,,,,,,ben-32433,benign,benign,10,,
2025-10-01T04:53:32,215.168.42.149,25831,192.168.100.23,80,HTTP,1759,P,SIG_CMD_INJECT,Command injection in HTTP payload,Command injection in HTTP payload || payload: ' OR '1'='1' --,GET,/login?id=' OR '1'='1' --,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""*/*"", ""Referer"": ""http://mal.example""}",Nmap/7.80,,,,,,,,,,,,,attk-00002,beacon,attack,13,AS80435,DE
2025-10-01T05:02:46,192.168.41.149,23140,192.168.100.11,25,DNS,1005,A,,,,,/admin,,python-requests/2.31.0,,,www.example.com,A:192.0.2.138,,,,,,,,,ben-50760,benign,benign,7,,
2025-10-01T05:03:12,172.16.64.5,15799,192.168.100.23,25,HTTP,2078,P,,,,,,,Masscan/1.0,,,,,,,,,,,,,ben-34262,benign,benign,7,,
2025-10-01T05:10:25,10.0.2.51,41980,192.168.100.10,80,DNS,1544,,,,,GET,/admin,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",curl/7.68.0,,,www.example.com,A:192.0.2.34,,,,,,,,,ben-54015,benign,benign,4,,
2025-10-01T05:11:49,192.168.58.120,5612,192.168.100.24,80,TCP,849,,,,,GET,/wp-login.php,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",Masscan/1.0,TLS1.2,cdn.example.com,,,,,,,,,,,ben-72754,benign,benign,10,,
2025-10-01T05:12:54,192.168.17.105,5189,192.168.100.23,123,TCP,1056,,,,,,/images,,Nmap/7.80,,,,,,,,,,,,,ben-28700,benign,benign,8,,
2025-10-01T05:17:08,172.16.9.98,11776,192.168.100.17,8080,HTTP,1649,A,,,,POST,,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",Mozilla/5.0,TLS1.2,cdn.example.com,,,,,,,,,,,ben-58845,benign,benign,6,,
2025-10-01T05:17:39,172.16.26.123,47051,192.168.100.19,443,TCP,1466,,,,,,/download,,Mozilla/5.0,,,,,,,,,,,,,ben-78171,benign,benign,9,,
2025-10-01T05:28:28,10.0.2.177,32841,192.168.100.29,3306,HTTP,742,A,,,,GET,/,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",Mozilla/5.0,,,,,,,,,,,,,ben-61216,benign,benign,4,,
2025-10-01T05:33:24,10.0.69.210,48713,192.168.100.27,25,HTTP,282,A,,,,GET,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",Masscan/1.0,,,,,,,,,,,,,ben-94021,benign,benign,5,,
2025-10-01T05:39:50,10.0.2.184,18183,192.168.100.12,443,UDP,210,P,,,,,/wp-login.php,,sqlmap/1.6,TLS1.3,example.com,,,,,,,,,,,ben-91452,benign,benign,9,,
2025-10-01T05:39:55,172.16.7.242,42489,192.168.100.27,123,UDP,1142,,,,,,/download,,curl/7.68.0,TLS1.2,cdn.example.com,,,,,,,,,,,ben-51235,benign,benign,2,,
2025-10-01T05:44:26,215.168.42.149,44858,192.168.100.24,8080,HTTP,1897,A,SIG_RDP_BRUTE,RDP auth failure sequence,RDP auth failure sequence -- periodic beacon to C2,,,,Nmap/7.80,,,,,,,,,,,a8c2500d78172ab11b0100573628b5892426fe67,BEACON_SIG,attk-00010,scan,attack,43,AS58574,RU
2025-10-01T05:48:30,219.34.89.79,48387,192.168.100.14,445,SMB,1194,A,SIG_SMB_LATERAL,SMB lateral movement attempt to share,SMB lateral movement attempt to share action=write_file,,,,,,,,,\\192.168.100.15\ADMIN$,write_file,,,,,,,attk-00011,brute_force,attack,4,AS12159,CN
2025-10-01T05:49:22,172.16.63.4,61813,192.168.100.20,25,HTTP,290,,,,,POST,/download,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",curl/7.68.0,,,,,,,,,,,,,ben-84305,benign,benign,1,,
2025-10-01T05:50:11,172.16.53.207,57597,172.16.54.113,22,TCP,933,A,,,,POST,/wp-login.php,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Masscan/1.0,TLS1.2,example.com,,,,,,,,,,,ben-38558,benign,benign,3,,
2025-10-01T05:56:08,192.168.17.150,6327,192.168.100.20,22,HTTP,722,P,,,,POST,/search,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-30815,benign,benign,1,,
2025-10-01T05:58:03,192.168.17.105,54359,192.168.100.24,53,DNS,1739,P,,,,POST,/download,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,api.service.local,A:192.0.2.58,,,,,,,,,ben-10015,benign,benign,1,,
2025-10-01T06:03:57,172.16.63.4,51166,192.168.100.28,8080,TCP,117,P,,,,GET,/,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",curl/7.68.0,TLS1.2,example.com,,,,,,,,,,,ben-17760,benign,benign,2,,
2025-10-01T06:07:59,10.0.71.227,46495,192.168.100.26,53,UDP,392,P,,,,POST,/login,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-89343,benign,benign,5,,
2025-10-01T06:10:27,88.62.141.119,38795,192.168.100.29,53,DNS,118,,SIG_DNS_TUNNEL,DNS tunneling pattern detected,DNS tunneling pattern detected,,,,,,,exfil.7d7116e23efef7292cad5e6f033d9a962708228c.example.com,A:1.2.3.4,,,,,,,,DNS_TUNNEL,attk-00012,brute_force,attack,19,AS39305,RU
2025-10-01T06:23:25,10.0.13.232,48171,192.168.100.29,123,DNS,746,P,,,,GET,/login,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",Masscan/1.0,,,api.service.local,A:192.0.2.20,,,,,,,,,ben-36830,benign,benign,6,,
2025-10-01T06:32:37,172.16.11.55,51142,192.168.100.25,80,DNS,1484,,,,,,/wp-login.php,,python-requests/2.31.0,TLS1.3,example.com,cdn.images,A:192.0.2.142,,,,,,,,,ben-89027,benign,benign,7,,
2025-10-01T06:34:50,172.16.54.234,12389,192.168.100.11,8080,HTTP,1788,P,,,,POST,/download,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Nmap/7.80,,,,,,,,,,,,,ben-86617,benign,benign,2,,
2025-10-01T06:35:03,87.83.212.189,1956,192.168.100.18,80,HTTP,2872,P,SIG_HTTP_SQLI,SQL injection pattern in parameter,SQL injection pattern in parameter || payload: ' OR '1'='1' --,POST,/admin,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""*/*"", ""Referer"": ""http://mal.example""}",Masscan/1.0,,,,,,,,,,,,,attk-00013,lateral_movement,attack,9,AS41689,NL
2025-10-01T06:36:53,172.16.3.12,45060,192.168.100.15,3306,TCP,403,A,,,,POST,/search,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Mozilla/5.0,,,,,,,,,,,,,ben-10694,benign,benign,7,,
2025-10-01T06:39:25,192.168.49.113,39634,192.168.100.17,25,UDP,1369,P,,,,,/api/data,,sqlmap/1.6,,,,,,,,,,,,,ben-78265,benign,benign,8,,
2025-10-01T06:45:31,192.168.49.145,2974,192.168.100.19,3306,UDP,261,,,,,GET,/index.php,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",sqlmap/1.6,,,,,,,,,,,,,ben-44042,benign,benign,2,,
2025-10-01T07:12:23,172.16.57.99,9370,192.168.100.29,80,DNS,515,P,,,,POST,/images,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",python-requests/2.31.0,TLS1.2,example.com,www.example.com,A:192.0.2.148,,,,,,,,,ben-70111,benign,benign,7,,
2025-10-01T07:14:35,172.16.66.164,65472,192.168.100.29,80,DNS,1437,P,,,,POST,/index.php,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",Mozilla/5.0,TLS1.2,cdn.example.com,cdn.images,A:192.0.2.92,,,,,,,,,ben-58636,benign,benign,6,,
2025-10-01T07:21:46,10.0.58.106,17695,192.168.100.13,25,HTTP,1542,A,,,,,/images,,Nmap/7.80,,,,,,,,,,,,,ben-42763,benign,benign,8,,
2025-10-01T07:26:16,192.168.7.81,51083,192.168.100.17,123,UDP,340,,,,,POST,/admin,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",sqlmap/1.6,,,,,,,,,,,,,ben-74046,benign,benign,1,,
2025-10-01T07:32:09,192.168.57.192,63754,192.168.100.27,22,HTTP,1372,P,,,,GET,/download,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",Mozilla/5.0,TLS1.3,cdn.example.com,,,,,,,,,,,ben-28932,benign,benign,6,,
2025-10-01T07:32:58,172.16.2.164,8281,192.168.100.21,3306,TCP,347,,,,,,/admin,,Mozilla/5.0,,,,,,,,,,,,,ben-32820,benign,benign,9,,
2025-10-01T07:35:31,192.168.58.120,4058,192.168.100.26,53,HTTP,898,,,,,,/,,Masscan/1.0,,,,,,,,,,,,,ben-25580,benign,benign,4,,
2025-10-01T07:36:54,192.168.10.9,13089,192.168.100.25,25,DNS,246,P,,,,GET,/api/data,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",curl/7.68.0,,,www.example.com,A:192.0.2.70,,,,,,,,,ben-90096,benign,benign,2,,
2025-10-01T07:39:00,192.168.10.9,11137,192.168.100.27,25,TCP,474,,,,,,/wp-login.php,,Masscan/1.0,,,,,,,,,,,,,ben-17120,benign,benign,1,,
2025-10-01T07:42:36,172.16.2.164,34931,192.168.100.22,8080,HTTP,146,A,,,,POST,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""text/html""}",python-requests/2.31.0,,,,,,,,,,,,,ben-80683,benign,benign,8,,
