timestamp,flow_id,src_ip,src_ip_v6,src_port,src_asn,src_country,src_reverse_dns,dst_ip,dst_port,protocol,pkts,bytes,duration_ms,ttl,tcp_seq,tcp_ack,tcp_window,tcp_flags,tls_issuer,tls_subject,cert_serial,cert_valid_from,cert_valid_to,http_method,http_url,http_headers,http_status,user_agent,dns_query,dns_response,smb_action,ssh_user,ssh_result,rdp_user,rdp_result,yara_matches,file_hash,payload_snippet_base64,extracted_iocs,signature_id,attack_type,session_id,label,hop_count,geo_lat,geo_lon,device_fingerprint,process,user,reverse_dns_dst,pcap_reference
2025-09-20T01:08:34.482,056bb8f33064,10.0.160.132,,7107,,,,192.168.142.136,3306,TLS,115,109250,476,86,588961007,300029233,60777,A,,,,,,,/status,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",404,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-726807,benign,5,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""42.0""}",wget,user,host-192-168-142-136.honeypot.local,df2b806b3564
2025-09-20T01:09:45.850,c96a849f9a8c,172.16.1.38,,45123,,,,10.10.50.27,25,TCP,112,62944,68,79,2535406682,4212344196,22687,A,,,,,,GET,/status,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",200,Mozilla/5.0 (Macintosh),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-954394,benign,8,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""87.0""}",wget,www-data,host-10-10-50-27.honeypot.local,21fbf13f085a
2025-09-20T01:10:43.013,deac06939179,192.168.82.171,,44909,,,,10.10.50.15,3306,DNS,92,29440,208,106,2609436655,2356652197,40472,,,,,,,,/images,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",500,python-requests/2.31.0,www.example.com,A:192.0.2.37,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-397878,benign,7,,,"{""os"": ""Linux"", ""browser"": ""Firefox"", ""version"": ""6.0""}",scp,user,host-10-10-50-15.honeypot.local,0bb4b2b24d2d
2025-09-20T01:14:22.570,a2e2be4ab16a,172.16.80.86,,45510,,,,10.10.50.39,3306,HTTP,54,49140,434,92,3171723248,1042699911,4110,,,,,,,GET,/home,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""text/html""}",301,Mozilla/5.0 (Macintosh),,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-859679,benign,8,,,"{""os"": ""Linux"", ""browser"": ""Chrome"", ""version"": ""55.0""}",scp,user,host-10-10-50-39.honeypot.local,ccc3d2f17f8d
2025-09-20T01:28:59.503,58c7ae86ea05,10.0.154.76,,35284,,,,10.10.50.35,25,UDP,29,34713,133,97,4182669412,1495188566,40563,PA,,,,,,POST,/home,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-597477,benign,4,,,"{""os"": ""Windows"", ""browser"": ""Firefox"", ""version"": ""63.0""}",scp,service,host-10-10-50-35.honeypot.local,14e4b7a3d111
2025-09-20T01:31:05.827,96b593493a76,172.16.95.73,,29351,,,,10.10.50.32,80,DNS,52,69472,405,81,411694090,1734383056,63966,A,,,,,,POST,/images,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""text/html""}",301,Masscan/1.0,api.service.local,A:192.0.2.14,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-146181,benign,7,,,"{""os"": ""Windows"", ""browser"": ""Firefox"", ""version"": ""16.0""}",scp,user,host-10-10-50-32.honeypot.local,68941b9ac9cb
2025-09-20T01:31:32.142,ee5fd0c0414a,26.110.227.73,,58686,AS66045,JP,host-26-110-227-73.attacker.example,10.10.50.19,80,HTTP,19,20159,5868,119,1303864004,1784358234,40260,SA,,,,,,POST,/product,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""*/*""}",,Mozilla/5.0 (Windows NT 10.0; Win64; x64),,,,,,,,,,SQLi payload fragment: ' OR '1'='1' --,"{""domains"": [""mal-c2.net""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_HTTP_SQLI,http_sqli,ATTK-000006,attack,18,43.721644,134.968292,"{""os"": ""Android"", ""browser"": ""curl"", ""version"": ""52.0""}",python,www-data,host-10-10-50-19.honeypot.local,046494fb3eb2
2025-09-20T01:39:47.605,e2a10f010f09,172.16.50.6,,48145,,,,10.10.50.22,80,DNS,30,14460,210,73,3483166962,4233371856,53725,A,,,,,,POST,/,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",,curl/7.68.0,api.service.local,A:192.0.2.55,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-893851,benign,1,,,"{""os"": ""Linux"", ""browser"": ""Safari"", ""version"": ""10.0""}",chrome,user,host-10-10-50-22.honeypot.local,c12e4bf84bf1
2025-09-20T01:49:31.891,f45b82d3195d,10.0.1.218,,6661,,,,10.10.50.22,53,DNS,59,34397,562,93,2591974483,2719370403,35864,PA,,,,,,GET,/images,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",500,Mozilla/5.0 (Windows NT 10.0; Win64; x64),api.service.local,A:192.0.2.38,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-159514,benign,5,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""28.0""}",firefox,www-data,host-10-10-50-22.honeypot.local,583bc6448683
2025-09-20T01:50:36.953,342e2970fcdd,192.168.167.102,,9337,,,,10.10.50.35,443,HTTP,53,68582,81,97,4181339488,2527124383,54777,A,,,,,,,/,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-333410,benign,2,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""13.0""}",chrome,www-data,host-10-10-50-35.honeypot.local,d5896be364a9
2025-09-20T01:53:03.603,056bca1ac7e9,103.159.153.255,,54020,AS71033,DE,host-103-159-153-255.attacker.example,10.10.50.53,80,HTTP,465,184605,729,94,3069961507,2008804365,23522,,,,,,,POST,/api/run,"{""User-Agent"": ""curl/7.68.0"", ""Content-Type"": ""application/json""}",,,,,,,,,,,,system('cat /etc/passwd'),"{""domains"": [""exfil.example""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_CMD_INJECT,rce,ATTK-000007,attack,37,-2.79337,56.121157,"{""os"": ""Android"", ""browser"": ""None"", ""version"": ""45.0""}",masscan,user,host-10-10-50-53.honeypot.local,a9f70f073193
2025-09-20T01:53:37.226,a93794f9f10d,172.16.106.53,,58318,,,,10.10.50.24,3306,DNS,44,9636,732,88,2809939728,2057295567,41793,,,,,,,POST,/login,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",500,python-requests/2.31.0,www.example.com,A:192.0.2.13,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-528556,benign,2,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""2.0""}",wget,user,host-10-10-50-24.honeypot.local,e687e90d2721
2025-09-20T01:53:40.174,0afc8e17a547,54.75.30.2,,30571,AS61042,SG,host-54-75-30-2.attacker.example,10.10.50.19,3389,RDP,117,10881,2036,116,1836071949,2368046128,4435,S,,,,,,,,,,,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",SIG_SCAN_TCP_SYN,port_scan,ATTK-000008,attack,55,23.214061,-132.906512,"{""os"": ""Windows"", ""browser"": ""curl"", ""version"": ""18.0""}",wget,service,host-10-10-50-19.honeypot.local,e789950e3635
2025-09-20T01:54:58.558,fc4cc079cf30,2001:db8::748c1c1,2001:db8::748c1c1,26051,AS81990,CA,,10.10.50.29,80,HTTP,732,742980,5921,114,584898816,1390351237,4734,R,DigiCert,malicious.example,755814140e0357fe,2025-06-04,2025-12-20,POST,/api/run,"{""User-Agent"": ""curl/7.68.0"", ""Content-Type"": ""application/json""}",,,,,,,,,,,,system('cat /etc/passwd'),"{""domains"": [""steal-data.org""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_CMD_INJECT,rce,ATTK-000009,attack,31,16.498822,161.843562,"{""os"": ""Linux"", ""browser"": ""None"", ""version"": ""89.0""}",cmd.exe,admin,host-10-10-50-29.honeypot.local,68dc247d8cc9
2025-09-20T02:10:38.420,0bcb882a2ae9,172.16.151.238,,45110,,,,10.10.50.47,443,UDP,112,156912,283,49,1123289084,4185577153,46087,,,,,,,GET,/login,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",500,curl/7.68.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-506675,benign,1,,,"{""os"": ""macOS"", ""browser"": ""Firefox"", ""version"": ""19.0""}",firefox,www-data,host-10-10-50-47.honeypot.local,5f6d84d16521
2025-09-20T02:13:02.376,ce74f7b3b0c8,192.168.50.32,,60567,,,,10.10.50.50,80,UDP,53,31959,631,47,4144082399,3973243766,43838,PA,,,,,,,/images,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""text/html""}",,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-459229,benign,9,,,"{""os"": ""Windows"", ""browser"": ""Safari"", ""version"": ""27.0""}",curl,user,host-10-10-50-50.honeypot.local,39aa89eef422
2025-09-20T02:20:00.672,9bfb1f4ca02f,172.16.139.227,,43708,,,,10.10.50.24,123,DNS,57,74499,742,45,478980343,4036436845,26140,,,,,,,,/login,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",500,Masscan/1.0,www.example.com,A:192.0.2.39,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-997461,benign,9,,,"{""os"": ""Windows"", ""browser"": ""Chrome"", ""version"": ""55.0""}",firefox,www-data,host-10-10-50-24.honeypot.local,e2279b01f49e
2025-09-20T02:20:14.627,800ab2af0da3,10.0.89.131,,18025,,,,10.10.50.39,22,UDP,17,4777,262,47,3730498574,3787091068,42172,A,,,,,,,/login,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",404,Masscan/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-757982,benign,8,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""28.0""}",chrome,www-data,host-10-10-50-39.honeypot.local,493c165f6fb6
2025-09-20T02:21:21.485,86e86239191f,54.75.30.2,,7407,AS93456,IN,host-54-75-30-2.attacker.example,10.10.50.35,80,HTTP,161,163254,1470,23,1030197541,34480803,1945,RA,,,,,,POST,/api/v1/item,"{""User-Agent"": ""WinHTTP/1.0"", ""Accept"": ""*/*""}",,WinHTTP/1.0,,,,,,,,,,SQLi payload fragment: ' OR '1'='1' --,"{""domains"": [""steal-data.org""], ""emails"": [], ""ips"": [], ""files"": []}",SIG_HTTP_SQLI,http_sqli,ATTK-000010,attack,57,-26.838941,-64.769001,"{""os"": ""Linux"", ""browser"": ""Firefox"", ""version"": ""97.0""}",wget,root,host-10-10-50-35.honeypot.local,b9d0c1d63989
2025-09-20T02:23:28.045,b08fa73867a8,192.168.169.27,,23592,,,,10.10.50.34,123,ICMP,80,56080,33,47,1422516862,3075298816,22890,,,,,,,,/,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",500,curl/7.68.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-444832,benign,7,,,"{""os"": ""Linux"", ""browser"": ""Firefox"", ""version"": ""62.0""}",chrome,user,host-10-10-50-34.honeypot.local,b45c4dcd5cf7
2025-09-20T02:28:14.952,28a8126516e1,10.0.16.115,,9552,,,,10.10.50.57,80,TCP,3,2136,203,94,2833383929,2997135706,4719,PA,,,,,,POST,/status,"{""User-Agent"": ""sqlmap/1.6"", ""Accept"": ""text/html""}",200,Nmap/7.80,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-615993,benign,2,,,"{""os"": ""macOS"", ""browser"": ""Firefox"", ""version"": ""17.0""}",curl,service,host-10-10-50-57.honeypot.local,94c0bc46b1c6
2025-09-20T02:36:46.736,9011474dd799,10.0.54.213,,36143,,,,172.16.117.171,123,UDP,57,27132,140,99,3053701389,1121975262,34581,PA,,,,,,,/home,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",,Masscan/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-223044,benign,5,,,"{""os"": ""Linux"", ""browser"": ""Safari"", ""version"": ""94.0""}",curl,user,host-172-16-117-171.honeypot.local,ed2d099a773f
2025-09-20T02:38:26.589,2e580b18b84c,172.16.31.235,,50163,,,,10.10.50.21,53,TCP,35,7805,442,75,173759161,3014234366,45660,PA,,,,,,POST,/login,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",,Nmap/7.80,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-413913,benign,7,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""81.0""}",scp,service,host-10-10-50-21.honeypot.local,6e3dc83855b3
2025-09-20T02:47:15.851,84347b49e619,172.16.44.19,,51854,,,,10.0.115.66,80,DNS,101,100192,244,92,1462283409,3824749104,42096,,,,,,,GET,/,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",301,Mozilla/5.0 (Windows NT 10.0; Win64; x64),api.service.local,A:192.0.2.99,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-405488,benign,4,,,"{""os"": ""Windows"", ""browser"": ""Chrome"", ""version"": ""100.0""}",wget,www-data,host-10-0-115-66.honeypot.local,54a838623ff7
2025-09-20T02:49:34.326,380a2425b34e,192.168.169.212,,4840,,,,10.10.50.58,123,HTTP,108,38124,245,108,3803834745,2443074830,3628,PA,,,,,,GET,/api,"{""User-Agent"": ""python-requests/2.31.0"", ""Accept"": ""text/html""}",500,WinHTTP/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-600757,benign,8,,,"{""os"": ""Windows"", ""browser"": ""Chrome"", ""version"": ""97.0""}",curl,user,host-10-10-50-58.honeypot.local,29c4cff1a5db
2025-09-20T02:54:58.273,466266163d4d,10.0.49.233,,7349,,,,10.10.50.19,443,HTTP,76,111948,376,82,1847942238,889198855,9403,,,,,,,POST,/status,"{""User-Agent"": ""Masscan/1.0"", ""Accept"": ""text/html""}",500,Masscan/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-300085,benign,6,,,"{""os"": ""Linux"", ""browser"": ""Safari"", ""version"": ""29.0""}",firefox,www-data,host-10-10-50-19.honeypot.local,e52adf5d0a58
2025-09-20T03:02:32.065,6184bb63ff47,172.16.60.130,,21555,,,,10.10.50.29,8080,UDP,1,274,158,60,1192212874,1245368891,65297,PA,,,,,,POST,/images,"{""User-Agent"": ""Mozilla/5.0 (Windows NT 10.0; Win64; x64)"", ""Accept"": ""text/html""}",,Masscan/1.0,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-903663,benign,5,,,"{""os"": ""Linux"", ""browser"": ""Firefox"", ""version"": ""91.0""}",firefox,service,host-10-10-50-29.honeypot.local,d8923faa97ea
2025-09-20T03:04:43.671,007254e47802,18.27.48.37,,10245,AS14116,FR,host-18-27-48-37.attacker.example,10.10.50.27,161,TCP,401,24060,164,90,889875883,1769542403,42544,S,,,,,,,,,,,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",SIG_SCAN_TCP_SYN,port_scan,ATTK-000011,attack,51,16.570134,-18.958291,"{""os"": ""Android"", ""browser"": ""None"", ""version"": ""52.0""}",wget,www-data,host-10-10-50-27.honeypot.local,73b3d7e24820
2025-09-20T03:11:00.354,7bf0a5a4c326,172.16.18.86,,24087,,,,10.10.50.51,123,TCP,10,1420,444,80,1054545615,1321049646,54522,,,,,,,,/images,"{""User-Agent"": ""Nmap/7.80"", ""Accept"": ""text/html""}",404,sqlmap/1.6,,,,,,,,,,,"{""domains"": [], ""emails"": [], ""ips"": [], ""files"": []}",,,BEN-282564,benign,2,,,"{""os"": ""macOS"", ""browser"": ""Safari"", ""version"": ""71.0""}",scp,service,host-10-10-50-51.honeypot.local,c9ca4eebbb2f
